City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Latung,PH,5.5,120.8833,82.4,79,79,5.12,broken clouds
699,Taoudenni,ML,22.6783,-3.9836,102.52,4,43,19.04,scattered clouds
700,Santa Cruz,BO,-17.8,-63.1667,78.85,50,75,20.71,broken clouds
701,Upata,VE,8.0086,-62.3989,84.06,65,100,7.67,overcast clouds
702,Napa,US,38.4832,-122.3344,82.56,40,19,5.82,few clouds
703,Deloraine,AU,-41.5333,146.6667,50.36,50,84,9.15,broken clouds
704,Caucaia,BR,-3.7361,-38.6531,85.95,73,20,17.27,few clouds
705,Kungurtug,RU,50.5994,97.5228,47.16,44,18,1.9,few clouds
706,Komsomolskiy,UZ,40.4272,71.7189,63.32,77,72,0.0,broken clouds
707,Dhidhdhoo,MV,6.8833,73.1,81.48,81,100,24.02,overcast clouds
